RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat
6,,,,,,,,,,,,,,,,,,,,,,,PRIO_12(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,背中,Back,背中,|||||,10,,0,|||||,Chest|Chest|R_Chest_HJ_00|R_Chest_HJ_04|L_Chest_HJ_00|L_Chest_HJ_04,Chest|Hip|Chest|Chest|Chest|Chest,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -1.1920929e-07, 'y': 1.2, 'z': 2.3}, 'end': {'x': 2.9802322e-08, 'y': 0.4100001, 'z': -0.06999999}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.32, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.33, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': -0.17, 'y': 0.47, 'z': 0.15}, 'end': {'x': -2.9802322e-08, 'y': 0.3, 'z': 1.1920929e-07}, 'radius': 0.6}|{'start': {'x': -0.5, 'y': 0.6, 'z': 0.23}, 'end': {'x': -1.4901161e-08, 'y': 0.30000013, 'z': -5.9604645e-08}, 'radius': 0.5}|{'start': {'x': 0.17, 'y': 0.47, 'z': 0.15}, 'end': {'x': -2.9802322e-08, 'y': 0.3, 'z': 1.1920929e-07}, 'radius': 0.6}|{'start': {'x': 0.5, 'y': 0.6, 'z': 0.23}, 'end': {'x': -1.4901161e-08, 'y': 0.30000013, 'z': -5.9604645e-08}, 'radius': 0.5}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': 'a4de609b-ed43-40a8-a26f-eb8d0de7b618'}}",,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,PRIO_7(8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,お腹,Front,お腹,ヒット位置補正1,11,,0,,Chest,Chest,Capsule,"{'start': {'x': 0.0, 'y': -0.2, 'z': 0.4}, 'end': {'x': 0.0, 'y': -0.22, 'z': -0.05}, 'radius': 0.9}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': 'ec81b335-6010-477a-922e-452074b7ffd2'}}",,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭_押し,Head_Push,Boss_M,,12,,0,,Head,,Sphere,"{'x': 0.0, 'y': -0.08, 'z': 0.0, 'radius': 0.7}",,,,ENEMY_BOSS_M(4),,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,右手_押し,Right_Arm_Push,Boss_M,|,13,,0,|,R_ArmU0|R_ArmL0,R_ArmU1|R_Hand0,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 3.576279e-07, 'y': -7.152557e-07, 'z': -1.192093e-07}, 'end': {'x': -0.14, 'y': 0.0, 'z': -5.960464e-08}, 'radius': 0.3}",,,,ENEMY_BOSS_M(4),,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左手_押し,Left_Arm_Push,Boss_M,|,14,,0,|,L_ArmU0|L_ArmL0,L_ArmU1|L_Hand0,Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': -3.576279e-07, 'y': -7.152557e-07, 'z': -1.192093e-07}, 'end': {'x': 0.14, 'y': 0.0, 'z': -5.960464e-08}, 'radius': 0.3}",,,,ENEMY_BOSS_M(4),,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,右足_押し,Right_Leg_Push,Boss_M,||,15,,0,||,R_LegU0|R_LegL0|R_Foot1,R_LegU1|R_Foot0|R_Foot0,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}",,,,ENEMY_BOSS_M(4),,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左足_押し,Left_Leg_Push,Boss_M,||,16,,0,||,L_LegU0|L_LegL0|L_Foot1,L_LegU1|L_Foot0|L_Foot0,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -1.192093e-07, 'y': 8.940697e-08, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}",,,,ENEMY_BOSS_M(4),,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尻尾_押し,Tail_Push,Boss_M,|||||,17,,0,|||||,Tail0|Tail2|Tail4|Tail6|Tail8|Tail10,Tail1|Tail3|Tail5|Tail7|Tail10|Tail_Dummy,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 6.841888e-08, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 6.841888e-08, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 6.841888e-08, 'y': 0.0, 'z': 0.2}, 'radius': 0.4}",,,,ENEMY_BOSS_M(4),,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胴体_押し,Body_Push,Boss_M,||,18,,0,||,Neck0|Chest|Neck0,Chest|Hip|Chest,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.1}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': -0.3, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 1.0}",,,,ENEMY_BOSS_M(4),,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,敵同士押しアタリ,Push_Boss,Boss_M,,20,,0,,Chest,Chest,Capsule,"{'start': {'x': 0.0, 'y': 0.02, 'z': -0.8}, 'end': {'x': 0.0, 'y': 0.05, 'z': 1.1}, 'radius': 1.2}",,,,ENEMY_BOSS_M(4),,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,赤熱スリップダメージ,Blazing_Slip_Damage,Blazing_Slip_Damage,|,21,,0,|,Chest|Chest,|,Sphere|Sphere,"{'x': 0.0, 'y': -0.9, 'z': 1.8, 'radius': 2.0}|{'x': 4.7732096e-12, 'y': -0.85, 'z': -0.18, 'radius': 2.0}",,,,,EM159_HEAT(6),1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,PRIO_12(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,矢弾き用アタリ,Blazing_Arrow_Flip,矢弾き,|,22,,0,|,L_Scapula_Back00_HJ|R_Scapula_Back00_HJ,L_Scapula_Back00_HJ|R_Scapula_Back00_HJ,Capsule|Capsule,"{'start': {'x': -0.14, 'y': -0.5, 'z': -0.9}, 'end': {'x': 0.77, 'y': -0.5, 'z': -0.4}, 'radius': 0.8}|{'start': {'x': -0.14, 'y': 0.5, 'z': -0.9}, 'end': {'x': 0.77, 'y': 0.5, 'z': -0.4}, 'radius': 0.80000013}",False,True,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '84952de1-b96c-4728-aeb1-6a240fab5dea'}}",,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,PRIO_14(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,隕石アタック矢弾き,commet_Arrow_Flip,隕石アタック矢弾き,,23,,0,,root,,Sphere,"{'x': 0.0, 'y': 1.0, 'z': 0.0, 'radius': 2.5}",False,True,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '84952de1-b96c-4728-aeb1-6a240fab5dea'}}",,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,拘束弱点_目,Catch_WeakPoint_Eye,拘束弱点_目,,24,,0,,Head,,Sphere,"{'x': 9.035918e-12, 'y': 0.00756979, 'z': 0.37134218, 'radius': 0.5}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': 'ec187b62-1796-4804-885f-465b16764c00'}}",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em0159_00_Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,剥ぎ取り,Hagitori,ActBtnParam,||||,0,,0,||||,Head|Tail10|Tail10|R_ArmU0|L_ArmU0,Hip|Hip|Tail13|R_Hand0|L_Hand0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.1, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.3, 'y': 0.0, 'z': 0.0}, 'radius': 0.7}",,,,,,,,,,,,POS_ONLY(0),0.0,NULL,0.0,PARTS_01(2),0.0,0.0
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,転倒センサー（対PL）,DownSensorPLPut,SensorParamEm,,1,,0,,,,Box,"{'Coord': {'m00': 0.9719609, 'm01': 0.0, 'm02': 0.23514241, 'm03': 0.0, 'm10': -0.0, 'm11': 1.0, 'm12': 0.0, 'm13': 0.0, 'm20': -0.23514241, 'm21': -0.0, 'm22': 0.9719609, 'm23': 0.0, 'm30': -0.10000002, 'm31': 1.2000002, 'm32': 0.0, 'm33': 1.0}, 'Extent': {'x': 4.0, 'y': 1.7000002, 'z': 6.0}}",,,,,CLIBMABLE_DIE(3),,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,センサー当たり,SensorReceiver,,||,2,,0,||,|Head|Chest,||Hip,Sphere|Sphere|Capsule,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}|{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.8000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.5}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}",,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,カメラ補正用センサー,CameraAdjust,,||,3,,0,||,Head|Chest|Chest,|Chest|Hip,Sphere|Sphere|Capsule,"{'x': 0.0, 'y': -0.15, 'z': -0.25, 'radius': 0.4}|{'x': 0.0, 'y': 0.3, 'z': 0.85, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.8}, 'end': {'x': 0.0, 'y': -0.20000005, 'z': 0.0}, 'radius': 0.7}",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em0159_00_Shell_Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,EAR(5),CAPTURE_NET(-956543104),COLLIDER_CENTER(-799903744),0.0,0.0,0.0,NORMAL(0),50.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,['OWNER_CENTER(1461833728)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,バインドボイス,RoarHitPL,バインドボイス,,0,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 20.0}",,,,,,,,,,,,,,,,,,
1,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),25.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0.0,23.0,BLAST(-1852839936),False,100.0,True,0.0,25.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,単発パンチシェル,Punch_shell,単発パンチシェル,,1,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",,,,,,,,,,,,,,,,,,
2,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,ALL_RANGE(1),10.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0.0,13.0,BLAST(-1852839936),False,100.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,連続ジャブシェル,Jab_shell,二連ジャブシェル,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.6}",,,,,,,,,,,,,,,,,,
3,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,17.0,0.0,NORMAL(0),20.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0.0,18.0,BLAST(-1852839936),False,100.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,摺り上げパンチシェル,SlidingPunch_shell,摺り上げパンチシェル,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",,,,,,,,,,,,,,,,,,
4,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),45.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0.0,42.0,BLAST(-1852839936),False,100.0,True,0.0,40.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,['OWNER_CENTER(1461833728)'],0.3,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,通常時殺し技シェル_赤熱時,NormalKillermove_shell_mode,通常時殺し技シェル_赤熱時,,5,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",,,,,,,,,,,,,,,,,,
5,SMASH_UPPER(9),CAPTURE_NET(-956543104),FRONT(0),0.0,16.0,0.0,SKILL_GUARD_ALL_RANGE(4),70.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0.0,64.0,BLAST(-1852839936),False,100.0,True,0.0,40.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,赤熱時殺し技シェル,SpecialKileermove_shell,赤熱時殺し技シェル,,8,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 8.6}",,,,,,,,,,,,,,,,,,
6,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,BLAST(-1852839936),False,100.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,放物線岩投げシェル,ParaboraRock_shell,放物線岩投げシェル,,6,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.3}",,,,,,,,,,,,,,,,,,
7,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,30.0,0.0,NORMAL(0),15.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,BLAST(-1852839936),False,100.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,放物線岩投げシェル（着弾）,ParaboraRock_shell_Landing,放物線岩投げシェル,,7,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",,,,,,,,,,,,,,,,,,
9,SLIP(22),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),5.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,BLAST(-1852839936),False,100.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,タックルシェル_通常時,Tackle_shell_normal,タックルシェル_通常時,,9,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.5}",,,,,,,,,,,,,,,,,,
10,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,NORMAL(0),25.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,100.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,天井攻撃シェル_通常時,CellingAttacke_shell_normal,天井攻撃シェル_通常時,,11,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.5}",,,,,,,,,,,,,,,,,,
11,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,赤熱殺し予兆シェル,SpecialSign,赤熱時殺し技予兆シェル,,13,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 7.0}",,,,,,,,,,,,,,,,,,
12,SMASH_UPPER(9),CAPTURE_NET(-956543104),FRONT(0),0.0,13.0,0.0,NORMAL(0),40.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0.0,32.0,BLAST(-1852839936),False,100.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,タックルシェル_赤熱時,Tackle_shell_mode,タックルシェル_赤熱時,,10,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.0}",,,,,,,,,,,,,,,,,,
13,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),25.0,AUTO(-1149658496),NONE(-94023312),FIRE(1),0.0,35.0,BLAST(-1852839936),False,100.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,天井攻撃シェル_赤熱時,CellingAttacke_shell_mode,天井攻撃シェル_赤熱時,,12,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.5}",,,,,,,,,,,,,,,,,,
14,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,60.0,0.0,NORMAL(0),45.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,100.0,True,0.0,40.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),NONE(3),,0.0,0.0,通常時殺し技シェル_通常時,NormalKillermove_shell_normal,通常時殺し技シェル_通常時,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",,,,,,,,,,,,,,,,,,
