RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,IsTarDirtyAttack,IsLastResortSuccessFinish,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,IsOnlyHitEmAttack
15,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WeaknessFRLeg,,,16,,0,,R_j_f_asi_c,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '3dae65ef-2db5-446b-a982-6252114987c4'}}",,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WeaknessBLLeg,,,17,,0,,L_j_b_asi_c,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '1a7007ee-1ffd-47a2-86b8-eb7eb10e01a1'}}",,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WeaknessBRLeg,,,18,,0,,R_j_b_asi_c,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '5ef90a8e-473c-4d48-b09a-fc639b58bea0'}}",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em0166_00_Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hagitori,,||||||||||,0,,0,||||||||||,n_hara|L_c_f_asi_a|L_c_f_asi_b|L_j_f_asi_c|L_c_b_asi_a|L_c_b_asi_b|R_j_f_asi_a|R_j_f_asi_b|R_j_f_asi_c|R_j_b_asi_a|R_j_b_asi_b,n_hara|L_c_f_asi_b|L_j_f_asi_c|L_c_f_asi_d|L_c_b_asi_b|L_c_b_asi_d|R_j_f_asi_b|R_j_f_asi_c|R_j_f_asi_d|R_j_b_asi_b|R_j_b_asi_d,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 1.7881393e-07, 'y': 0.87202656, 'z': 2.305022}, 'end': {'x': 0.0, 'y': 0.29999995, 'z': -2.5}, 'radius': 3.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.3359, 'y': 0.0153, 'z': 0.1603}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.3359, 'y': 0.0153, 'z': 0.1603}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.1}",,,,,POS_ONLY(0),0.0,NULL,0.0,PARTS_01(2),0.0,0.0,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DownSensorPLPut,,,1,,0,,,,Box,"{'Coord': {'m00': 1.0, 'm01': 0.0, 'm02': 0.0, 'm03': 0.0, 'm10': 0.0, 'm11': 1.0, 'm12': 0.0, 'm13': 0.0, 'm20': 0.0, 'm21': 0.0, 'm22': 1.0, 'm23': 0.0, 'm30': -0.1, 'm31': 2.8399794, 'm32': 0.0, 'm33': 1.0}, 'Extent': {'x': 10.0, 'y': 3.760021, 'z': 10.0}}",,,,,,,,,,,,CLIBMABLE_DIE(3),,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SensorReceiver,,|,2,,0,|,|n_hara,|n_hara,Sphere|Capsule,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.8, 'z': 1.7}, 'end': {'x': 0.0, 'y': 0.3, 'z': -2.5}, 'radius': 3.0}",,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CameraAdjust,,|||||,3,,0,|||||,n_hara|Hip|R_e_f_sako|L_e_f_sako|R_e_b_sako|L_e_b_sako,e_kao|Hip|R_e_f_asi_a|L_e_f_asi_a|R_e_b_asi_a|L_e_b_asi_a,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.116080165, 'y': 0.50543404, 'z': -1.160413}, 'end': {'x': 0.15691304, 'y': -0.2535603, 'z': -3.2180834}, 'radius': 2.5}|{'start': {'x': 0.22628152, 'y': 0.5987029, 'z': -2.0424373}, 'end': {'x': 0.072369814, 'y': 0.18845654, 'z': -3.8350735}, 'radius': 1.8}|{'start': {'x': 0.5432553, 'y': -0.24452662, 'z': -0.31676888}, 'end': {'x': 2.3034556, 'y': -0.011061192, 'z': -0.012334824}, 'radius': 0.75}|{'start': {'x': -0.54325557, 'y': -0.24452639, 'z': -0.31676894}, 'end': {'x': -2.3034558, 'y': -0.01106143, 'z': -0.0123353}, 'radius': 0.75}|{'start': {'x': 1.2822189, 'y': -0.14328194, 'z': 0.221609}, 'end': {'x': 3.4996147, 'y': -0.14073372, 'z': -0.018695593}, 'radius': 0.75}|{'start': {'x': -1.2822188, 'y': -0.14328218, 'z': 0.221609}, 'end': {'x': -3.4996142, 'y': -0.14073372, 'z': -0.018695474}, 'radius': 0.75}",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em0166_00_Shell_Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,SMASH(21),NONE(1996289920),CENTER(6),0.0,13.0,0.0,NORMAL(0),90.0,M(-1996372096),NONE(-94023312),FIRE(1),0.0,52.0,FIRE(-241644512),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Burst_ResetJet,,,0,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 1.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': -2.0, 'z': 0.0}, 'radius': 3.5}",,,,,,,,,,,,,,,,,,,
1,SMASH_MIDDLE(20),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,60.0,0.0,ALL_RANGE(1),70.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Multi_Missile,,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 7.0}",,,,,,,,,,,,,,,,,,,
2,SMASH_MIDDLE(20),NONE(1996289920),FRONT(0),0.0,70.0,0.0,SKILL_GUARD(3),90.0,M(-1996372096),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,50.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,['OWNER_CENTER(1461833728)'],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,SwingUp_Gun,,,10,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}",,,,,,,,,,,,,,,,,,,
3,SLIP(22),NONE(1996289920),FRONT(0),0.0,27.0,0.0,NORMAL(0),40.0,SS(-665808704),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Jab_Gun_Bullet,,,11,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.5}, 'end': {'x': 0.0, 'y': 0.0, 'z': -1.2}, 'radius': 0.15}",,,,,,,,,,,,,,,,,,,
4,SLIP(22),NONE(1996289920),FRONT(0),0.0,27.0,0.0,NORMAL(0),40.0,SS(-665808704),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Jab_Gun_Explosion,,,12,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.25}",,,,,,,,,,,,,,,,,,,
5,SMASH_MIDDLE(20),NONE(1996289920),OWNER_CENTER(1461833728),0.0,15.0,0.0,NORMAL(0),90.0,M(-1996372096),NONE(-94023312),FIRE(1),0.0,60.0,FIRE(-241644512),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Flamethrower,,,14,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 2.6}",,,,,,,,,,,,,,,,,,,
6,SMASH(21),NONE(1996289920),OWNER_CENTER(1461833728),0.0,70.0,0.0,SKILL_GUARD_ALL_RANGE(4),100.0,L(1343184512),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,70.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,RightOrLeft_Gun,,,15,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 30.0}",,,,,,,,,,,,,,,,,,,
7,SMASH_MIDDLE(20),NONE(1996289920),FRONT(0),0.0,70.0,0.0,ALL_RANGE(1),80.0,M(-1996372096),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,RocketPunch_Hand,,,16,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}",,,,,,,,,,,,,,,,,,,
8,SMASH_MIDDLE(20),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,70.0,0.0,ALL_RANGE(1),80.0,SS(-665808704),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,RocketPunch_Explosion,,,17,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.7}",,,,,,,,,,,,,,,,,,,
9,SLIP(22),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,20.0,0.0,UNABLE_GUARD(2),60.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,1.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Blaster,,,18,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",,,,,,,,,,,,,,,,,,,
10,SMASH(21),NONE(1996289920),FRONT(0),0.0,90.0,0.0,ALL_RANGE(1),100.0,NONE(1444776192),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,60.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,MustardBomb_Bullet,,,20,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -1.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 1.0}, 'radius': 0.65}",,,,,,,,,,,,,,,,,,,
11,SMASH(21),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,90.0,0.0,ALL_RANGE(1),100.0,LL(614520192),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,60.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,MustardBomb_Explosion,,,21,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 7.5}",,,,,,,,,,,,,,,,,,,
12,SMASH_UPPER(9),NONE(1996289920),FRONT(0),0.0,1000.0,0.0,UNABLE_GUARD(2),100.0,LL(614520192),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,100.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,FORCE_HIT_STAMINA_0(744790592),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,FINAL(2),False,False,NONE(3),,0.0,0.0,,DeltaAttack_Laser,,,23,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 8.0}",,,,,,,,,,,,,,,,,,,
13,SMASH_UPPER(9),NONE(1996289920),FRONT(0),0.0,1000.0,0.0,UNABLE_GUARD(2),100.0,LL(614520192),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,100.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,FORCE_HIT_STAMINA_0(744790592),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,FINAL(2),False,False,NONE(3),,0.0,0.0,,DeltaAttack_Area,,,25,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 30.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -30.0}, 'radius': 42.0}",,,,,,,,,,,,,,,,,,,
14,SMASH_HYPER(10),NONE(1996289920),FRONT(0),0.0,120.0,0.0,SKILL_GUARD(3),100.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,100.0,USE_MULIT_HIT(1),60.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Gun,,,27,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 2.7}",,,,,,,,,,,,,,,,,,,
15,NONE(55),NONE(1996289920),OWNER_CENTER(1461833728),0.0,60.0,0.0,UNABLE_GUARD(2),0.0,SS(-665808704),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Multi_Missile_Bullet,,,5,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.1, 'radius': 0.32}",,,,,,,,,,,,,,,,,,,
16,NONE(55),NONE(1996289920),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,AUTO(-1149658496),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,GunSignTest,,,28,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MustardBomb_SlipDamage,,,29,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 8.0}",,,,,,,,,,,,EM166_HEAT(16),9.0,0.3,0.0,0.0,1.0,1.0,
18,SLIP(22),NONE(1996289920),FRONT(0),0.0,20.0,0.0,UNABLE_GUARD(2),60.0,L(1343184512),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,1.0,NONE(0),False,False,NONE(3),,0.0,0.0,,Blaster_Bullet,,,19,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': -0.4, 'radius': 1.25}",,,,,,,,,,,,,,,,,,,
19,NONE(55),NONE(1996289920),OWNER_CENTER(1461833728),0.0,60.0,0.0,UNABLE_GUARD(2),0.0,SS(-665808704),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,MissileStorm_Bullet,,,7,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.1, 'radius': 0.32}",,,,,,,,,,,,,,,,,,,
20,SMASH_MIDDLE(20),NONE(1996289920),COLLIDER_CENTER(-799903744),0.0,60.0,0.0,ALL_RANGE(1),70.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,MissileStorm,,,6,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 7.0}",,,,,,,,,,,,,,,,,,,
21,NONE(55),NONE(1996289920),OWNER_CENTER(1461833728),0.0,50.0,0.0,UNABLE_GUARD(2),0.0,LL(614520192),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,AreaMoveMissile_Bullet,,,5,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.1, 'radius': 0.32}",,,,,,,,,,,,,,,,,,,
22,SMASH_MIDDLE(20),NONE(1996289920),OWNER_CENTER(1461833728),0.0,30.0,0.0,ALL_RANGE(1),15.0,SS(-665808704),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0.0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,False,0.0,NONE(0),False,False,NONE(3),,0.0,0.0,,RideMissile_Bullet,,,32,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}",,,,,,,,,,,,,,,,,,,
