RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,IsTarDirtyAttack,IsLastResortSuccessFinish,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,PressLevel,IsSensorCollision,IsArrowFlipCollision,Parts,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,押しアタリ_翼腕（手）,Push_WingHand,BodyPress,|||||||||||||||||||||||||,4,,0,|||||||||||||||||||||||||,L_HandW0|L_ThumbW0|L_ThumbW1|L_ThumbW2|L_IndexW0|L_IndexW1|L_IndexW2|L_MiddleW0|L_MiddleW1|L_MiddleW2|L_RingW0|L_RingW1|L_RingW2|R_HandW0|R_ThumbW0|R_ThumbW1|R_ThumbW2|R_IndexW0|R_IndexW1|R_IndexW2|R_MiddleW0|R_MiddleW1|R_MiddleW2|R_RingW0|R_RingW1|R_RingW2,L_HandW1|L_ThumbW1|L_ThumbW2|L_ThumbW2|L_IndexW1|L_IndexW2|L_IndexW2|L_MiddleW1|L_MiddleW2|L_MiddleW2|L_RingW1|L_RingW2|L_RingW2|R_HandW1|R_ThumbW1|R_ThumbW2|R_ThumbW2|R_IndexW1|R_IndexW2|R_IndexW2|R_MiddleW1|R_MiddleW2|R_MiddleW2|R_RingW1|R_RingW2|R_RingW2,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': -0.5, 'y': 4.7683716e-07, 'z': -9.536743e-07}, 'radius': 0.6}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.10000002, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.1, 'z': 0.89999986}, 'radius': 0.15}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.10000002, 'y': 0.1, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.1, 'y': 0.2, 'z': 0.0}, 'end': {'x': 1.0999999, 'y': 0.1, 'z': 0.0}, 'radius': 0.15}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 1.4901161e-08, 'y': 0.20000048, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.20000002, 'z': 0.0}, 'end': {'x': 0.89999986, 'y': 0.3, 'z': 0.09999999}, 'radius': 0.15}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.1, 'y': 0.1, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.6999999, 'y': 0.1, 'z': 0.0}, 'radius': 0.15}|{'start': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.5, 'y': 4.7683716e-07, 'z': -7.1525574e-07}, 'radius': 0.6}|{'start': {'x': -4.7683716e-07, 'y': 4.7683716e-07, 'z': 4.7683716e-07}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': -2.3841858e-07}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 9.536743e-07, 'z': 4.7683716e-07}, 'radius': 0.2}|{'start': {'x': -4.7683716e-07, 'y': 0.100001335, 'z': 9.536743e-07}, 'end': {'x': -9.536743e-07, 'y': 0.10000086, 'z': 0.9000006}, 'radius': 0.15}|{'start': {'x': -4.7683716e-07, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 9.536743e-07, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.099999905, 'y': 0.10000038, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': -0.099999905, 'y': 0.19999981, 'z': 4.7683716e-07}, 'end': {'x': -1.1000009, 'y': 0.10000038, 'z': -2.3841858e-07}, 'radius': 0.15}|{'start': {'x': 0.0, 'y': 0.0, 'z': 2.3841858e-07}, 'end': {'x': 2.3841858e-07, 'y': 0.0, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 4.7683716e-07, 'y': 9.536743e-07, 'z': 0.0}, 'end': {'x': -2.3841858e-07, 'y': 0.19999886, 'z': -4.7683716e-07}, 'radius': 0.2}|{'start': {'x': -2.3841858e-07, 'y': 0.19999886, 'z': -2.3841858e-07}, 'end': {'x': -0.89999986, 'y': 0.29999924, 'z': 0.10000014}, 'radius': 0.15}|{'start': {'x': 0.0, 'y': 9.536743e-07, 'z': 2.3841858e-07}, 'end': {'x': 0.0, 'y': 9.536743e-07, 'z': 2.3841858e-07}, 'radius': 0.2}|{'start': {'x': 0.0, 'y': 9.536743e-07, 'z': 2.3841858e-07}, 'end': {'x': -0.09999943, 'y': 0.10000038, 'z': -2.3841858e-07}, 'radius': 0.2}|{'start': {'x': 1.4305115e-06, 'y': 0.19999981, 'z': 2.3841858e-07}, 'end': {'x': -0.6999996, 'y': 0.09999943, 'z': -2.3841858e-07}, 'radius': 0.15}",ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,押しアタリ_尻尾,PushTail,BodyPress,|||||||||||,6,,0,|||||||||||,Tail0|Tail1|Tail2|Tail3|Tail4|Tail5|Tail6|Tail7|Tail8|Tail9|Tail10|Tail11,Tail1|Tail2|Tail3|Tail4|Tail5|Tail6|Tail7|Tail8|Tail9|Tail10|Tail11|Tail12_CH_end,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.85}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.45}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.35}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}",ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,急所（左翼腕）,VitalsWingLeft,急所（左翼腕）,ヒット位置補正対応３,25,,0,左翼腕の手の甲,L_HandW0,,Sphere,"{'x': 0.51106167, 'y': 0.09318352, 'z': 0.14249039, 'radius': 1.7}",,False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '0d3dbe95-0fa1-40c3-b470-71f0b3ce1897'}}",,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,急所（右翼腕）,VitalsWingRight,急所（右翼腕）,ヒット位置補正対応３,26,,0,左翼腕の手の甲_symmetry,R_HandW0,,Sphere,"{'x': -0.5110612, 'y': 0.09318304, 'z': 0.14249039, 'radius': 1.7}",,False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[1]WEAK_POINT', '_PartsDataGuid': '24c690b1-e113-4264-a226-d97dc81c55a6'}}",,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭部,Head,頭,ヒット位置補正対応３,10,,0,頭部,Head,Head,Capsule,"{'start': {'x': 0.0, 'y': -0.25, 'z': 1.3}, 'end': {'x': 0.0, 'y': -0.25, 'z': 1.2}, 'radius': 1.2}",,False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '4c14d73e-5138-4c0c-be97-6d7c9e3d152d'}}",,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭部（纏い）,HeadRobe,頭（纏い）,||||,7,,0,||||,Head|Head|Head|Head|Head,Head|Head|Head|Head|Head,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.24999875, 'z': 1.3000035}, 'end': {'x': 1.4901161e-08, 'y': -0.24999857, 'z': 0.7}, 'radius': 1.2}|{'start': {'x': -0.35, 'y': 0.6, 'z': 0.8}, 'end': {'x': -0.34, 'y': 1.9, 'z': -0.3}, 'radius': 0.3}|{'start': {'x': -0.7, 'y': 0.55, 'z': 0.7}, 'end': {'x': -0.8, 'y': 0.9, 'z': 0.2}, 'radius': 0.2}|{'start': {'x': 0.35, 'y': 0.6000004, 'z': 0.8000002}, 'end': {'x': 0.34, 'y': 1.9000006, 'z': -0.2999997}, 'radius': 0.3}|{'start': {'x': 0.7, 'y': 0.5500002, 'z': 0.70000076}, 'end': {'x': 0.8, 'y': 0.9000006, 'z': 0.20000029}, 'radius': 0.2}",,False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '04e7845f-46a4-41d6-a5ee-52802868706b'}}",,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭部（黒）,HeadBlack,頭（黒）,||||||||||||,13,,0,||||||||||||,Head|Head|Head|Head|Head|Head|Head|Head|Head|Head|Head|Head|Head,Head|Head|Head|Head|Head|Head|Head|Head|Head|Head|Head|Head|Head,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.25, 'z': 1.4}, 'end': {'x': 0.0, 'y': -0.22, 'z': 1.25}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.75}, 'end': {'x': 0.0, 'y': 0.05, 'z': 0.5}, 'radius': 1.2}|{'start': {'x': -1.0, 'y': 0.65, 'z': 1.35}, 'end': {'x': -0.7, 'y': 0.2, 'z': 1.3}, 'radius': 0.35}|{'start': {'x': -1.25, 'y': 1.1, 'z': 1.35}, 'end': {'x': -1.1, 'y': 0.70000005, 'z': 1.35}, 'radius': 0.25}|{'start': {'x': -1.3000001, 'y': 1.2, 'z': 1.35}, 'end': {'x': -1.25, 'y': 1.6, 'z': 1.33}, 'radius': 0.2}|{'start': {'x': -1.2, 'y': 1.9999999, 'z': 1.6}, 'end': {'x': -1.2, 'y': 1.6999999, 'z': 1.3}, 'radius': 0.15}|{'start': {'x': -0.8, 'y': 0.7, 'z': 0.050000004}, 'end': {'x': -0.6, 'y': 0.5, 'z': 0.25}, 'radius': 0.27}|{'start': {'x': -0.9, 'y': 0.75, 'z': 0.0}, 'end': {'x': -1.0, 'y': 1.1, 'z': -0.25}, 'radius': 0.2}|{'start': {'x': -0.75, 'y': 0.7, 'z': 2.3000002}, 'end': {'x': -0.5, 'y': 0.45, 'z': 1.8}, 'radius': 0.25}|{'start': {'x': 0.95, 'y': 1.0, 'z': 0.7}, 'end': {'x': 0.65, 'y': 0.59999996, 'z': 0.9}, 'radius': 0.38}|{'start': {'x': 1.0, 'y': 1.1, 'z': 0.6}, 'end': {'x': 1.2074062, 'y': 1.4, 'z': 0.1}, 'radius': 0.25}|{'start': {'x': 1.6, 'y': 2.3, 'z': -0.2}, 'end': {'x': 1.15, 'y': 1.4, 'z': 0.0}, 'radius': 0.2}|{'start': {'x': 0.7, 'y': 0.22, 'z': 1.1426374}, 'end': {'x': 1.15, 'y': 0.2, 'z': 1.0033246}, 'radius': 0.2}",,False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '388f7043-97d4-4c11-8bf5-6b36c98b2a81'}}",,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左翼腕,WingLeft,左翼腕,|||||||||||||,11,,0,|||||||||||||,L_WingU0|L_WingU1|L_WingL0|L_ThumbW0|L_ThumbW1|L_IndexW0|L_IndexW1|L_MiddleW0|L_MiddleW1|L_RingW0|L_RingW1|L_WingL0_mirror_HJ_24|L_WingL0_mirror_HJ_27|L_WingL0_mirror_HJ_03,L_WingU0|L_WingL0|L_HandW0|L_ThumbW1|L_ThumbW2|L_IndexW1|L_IndexW2|L_MiddleW1|L_MiddleW2|L_RingW1|L_RingW2|L_WingL0_mirror_HJ_28|L_WingL0|L_WingU1,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.5, 'y': 0.0, 'z': 0.0}, 'end': {'x': 3.5, 'y': 0.0, 'z': -0.3}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 4.7683716e-07, 'z': -5.9604645e-08}, 'end': {'x': 2.3841858e-07, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.1, 'y': 0.5, 'z': 0.70000005}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 4.7683716e-07, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.9, 'y': 0.1, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.9, 'y': 0.3, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.6, 'y': 0.1, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.6, 'y': 0.1, 'z': -0.3}, 'end': {'x': 0.70000005, 'y': 0.20000002, 'z': -0.20000002}, 'radius': 0.9}|{'start': {'x': 0.4, 'y': 0.0, 'z': -0.8000001}, 'end': {'x': -0.1, 'y': -0.2, 'z': -1.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.1, 'z': -1.0000001}, 'radius': 1.0999999}",,False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '769ee2be-7d04-49c7-968d-cdabbc071c1c'}}",,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,右翼腕,WingRight,右翼腕,|||||||||||||,12,,0,|||||||||||||,R_WingU0|R_WingU1|R_WingL0|R_ThumbW0|R_ThumbW1|R_IndexW0|R_IndexW1|R_MiddleW0|R_MiddleW1|R_RingW0|R_RingW1|R_WingL0_mirror_HJ_24|R_WingL0_mirror_HJ_27|R_WingL0_mirror_HJ_03,R_WingU0|R_WingL0|R_HandW0|R_ThumbW1|R_ThumbW2|R_IndexW1|R_IndexW2|R_MiddleW1|R_MiddleW2|R_RingW1|R_RingW2|R_WingL0_mirror_HJ_28|R_WingL0|R_WingU1,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -0.5, 'y': 0.0, 'z': 0.0}, 'end': {'x': -3.4999998, 'y': 0.0, 'z': -0.29999995}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 9.536743e-07, 'z': 0.0}, 'end': {'x': -4.7683716e-07, 'y': 9.536743e-07, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': -4.7683716e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.07927513, 'y': 0.21906662, 'z': 0.78990316}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': -2.3841858e-07}, 'end': {'x': 4.7683716e-07, 'y': 9.536743e-07, 'z': -2.3841858e-07}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.9000001, 'y': 0.10000038, 'z': 2.3841858e-07}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 9.536743e-07, 'z': -2.3841858e-07}, 'end': {'x': 4.7683716e-07, 'y': 9.536743e-07, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.89999986, 'y': 0.29999924, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': -2.3841858e-07, 'y': 0.0, 'z': -2.3841858e-07}, 'end': {'x': 0.0, 'y': 9.536743e-07, 'z': 2.3841858e-07}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.59999895, 'y': 0.09999943, 'z': -2.3841858e-07}, 'radius': 0.4}|{'start': {'x': -0.5999999, 'y': 0.099999905, 'z': -0.3000002}, 'end': {'x': -0.6999998, 'y': 0.19999981, 'z': -0.19999981}, 'radius': 0.9}|{'start': {'x': -0.39999962, 'y': 0.0, 'z': -0.79999995}, 'end': {'x': 0.099999905, 'y': -0.19999981, 'z': -0.99999976}, 'radius': 1.1}|{'start': {'x': -4.7683716e-07, 'y': 0.0, 'z': -0.29999995}, 'end': {'x': 0.0, 'y': -0.099999905, 'z': -1.0000002}, 'radius': 1.0999999}",,False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '8aa38602-73b1-4da3-b257-69f65a1b773e'}}",,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左翼腕（纏い）,WingLeftRobe,左翼腕（纏い）,||||||||||||||||||,8,,0,||||||||||||||||||,L_WingU0|L_WingU1|L_WingL0|L_ThumbW0|L_ThumbW1|L_ThumbW2|L_IndexW0|L_IndexW1|L_IndexW2|L_MiddleW0|L_MiddleW1|L_MiddleW2|L_RingW0|L_RingW1|L_RingW2|L_WingL0_mirror_HJ_24|L_WingL0_mirror_HJ_27|L_WingL0_mirror_HJ_14|L_WingL0_mirror_HJ_03,L_WingU0|L_WingL0|L_HandW0|L_ThumbW1|L_ThumbW2|L_ThumbW2|L_IndexW1|L_IndexW2|L_IndexW2|L_MiddleW1|L_MiddleW2|L_MiddleW2|L_RingW1|L_RingW2|L_RingW2|L_WingL0_mirror_HJ_28|L_WingL0|L_WingU1|L_WingU1,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.5, 'y': 0.0, 'z': 0.0}, 'end': {'x': 3.4999988, 'y': 0.0, 'z': -0.3}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 4.7683716e-07, 'z': -5.9604645e-08}, 'end': {'x': 2.3841858e-07, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.20000048, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.10000002, 'z': 1.6}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.29999992, 'y': 0.10000048, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.1, 'z': 0.0}, 'end': {'x': 1.5, 'y': -0.20000002, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.29999998, 'y': 0.2000005, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.30000192, 'z': 0.0}, 'end': {'x': 1.4, 'y': 0.20000002, 'z': 0.1}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 4.7683716e-07, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.7683716e-07, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 1.7881393e-07, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.09999999, 'y': 0.10000048, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.19999905, 'z': 0.0}, 'end': {'x': 0.9, 'y': 0.0, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.70000005, 'y': 0.1, 'z': -0.3}, 'end': {'x': 0.8000001, 'y': 0.3, 'z': -0.2}, 'radius': 1.1}|{'start': {'x': 0.8, 'y': 0.9000001, 'z': -1.2000002}, 'end': {'x': 0.20000002, 'y': 0.19999999, 'z': -0.8000001}, 'radius': 1.5000001}|{'start': {'x': 1.1000001, 'y': 1.0000001, 'z': -2.7999995}, 'end': {'x': 0.4, 'y': 0.4, 'z': -1.4000002}, 'radius': 1.7000002}|{'start': {'x': 0.4, 'y': 1.0000001, 'z': -1.9000002}, 'end': {'x': -0.4, 'y': 0.2, 'z': -0.8000001}, 'radius': 1.7}",,False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '5c88bc5f-caec-4a09-898f-019f074e488b'}}",,,,,,,,,,,,,,
