RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,IsExFieldContsCancel,MaxHealthDownValue,ForceKillType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,IsOnlyHitEmAttack
18,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,腰部コア_ダメージアタリ,HCORE,サブコア,|||||||||||||,20,,0,|||||||||||||,R_Hip_hip_shell00|R_Hip_hip_shell01|R_Hip_hip_shell03|R_Hip_hip_shell05|L_Hip_hip_shell05|L_Hip_hip_shell00|L_Hip_hip_shell01|R_Hip_hip_shell01|L_Hip_hip_shell01|L_Hip_hip_shell03|R_Hip_hip_shell03|R_Hip_hip_shell05|L_Hip_hip_shell05|L_Hip_hip_shell03,R_Hip_hip_shell00|R_Hip_hip_shell01|R_Hip_hip_shell03|R_Hip_hip_shell05|L_Hip_hip_shell05|L_Hip_hip_shell00|L_Hip_hip_shell01|R_Hip_hip_shell01|L_Hip_hip_shell01|L_Hip_hip_shell03|R_Hip_hip_shell03|R_Hip_hip_shell05|L_Hip_hip_shell05|L_Hip_hip_shell03,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.2, 'y': 0.3, 'z': 0.4}, 'end': {'x': 0.3, 'y': 0.6, 'z': 0.6}, 'radius': 0.4}|{'start': {'x': 0.3, 'y': 0.4, 'z': 0.4}, 'end': {'x': 0.4, 'y': 0.8, 'z': 0.7}, 'radius': 0.4}|{'start': {'x': 0.4, 'y': 0.5, 'z': 0.4}, 'end': {'x': 0.4, 'y': 0.85, 'z': 0.6}, 'radius': 0.4}|{'start': {'x': 0.4, 'y': 0.6, 'z': 0.2}, 'end': {'x': 0.45, 'y': 1.1, 'z': 0.4}, 'radius': 0.4}|{'start': {'x': -0.40033638, 'y': 0.59950995, 'z': 0.20022869}, 'end': {'x': -0.4503364, 'y': 1.09951, 'z': 0.40022898}, 'radius': 0.4}|{'start': {'x': -0.20018995, 'y': 0.29955864, 'z': 0.39994693}, 'end': {'x': -0.30018997, 'y': 0.59955883, 'z': 0.599947}, 'radius': 0.4}|{'start': {'x': -0.30042106, 'y': 0.40022612, 'z': 0.40018106}, 'end': {'x': -0.40042105, 'y': 0.800226, 'z': 0.700181}, 'radius': 0.4}|{'start': {'x': 0.30000013, 'y': 0.39999938, 'z': 0.39999992}, 'end': {'x': 0.3, 'y': 0.5, 'z': 0.5}, 'radius': 0.4}|{'start': {'x': -0.300421, 'y': 0.4002266, 'z': 0.40018058}, 'end': {'x': -0.3, 'y': 0.4, 'z': 0.4}, 'radius': 0.4}|{'start': {'x': -0.40040693, 'y': 0.4995942, 'z': 0.3999033}, 'end': {'x': -0.40040693, 'y': 0.8495941, 'z': 0.5999031}, 'radius': 0.4}|{'start': {'x': 0.40000007, 'y': 0.5, 'z': 0.4}, 'end': {'x': 0.39999992, 'y': 0.5, 'z': 0.4}, 'radius': 0.35}|{'start': {'x': 0.3999999, 'y': 0.60000026, 'z': 0.1999999}, 'end': {'x': 0.4, 'y': 0.6, 'z': 0.2}, 'radius': 0.35}|{'start': {'x': -0.40033644, 'y': 0.59950984, 'z': 0.20022854}, 'end': {'x': -0.4, 'y': 0.6, 'z': 0.2}, 'radius': 0.35}|{'start': {'x': -0.40040666, 'y': 0.5, 'z': 0.4}, 'end': {'x': -0.4, 'y': 0.5, 'z': 0.4}, 'radius': 0.35}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': 'e5d87788-118c-432f-81a7-7c424081203c'}}",,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,右前脚_ダメージアタリ,ArmR,右前脚,||||,12,,0,||||,R_ArmU0|R_ArmL0|R_Hand0|R_Hand0|R_Hand0,R_ArmU1|R_ArmL0|R_MiddleH2|R_RingH2|R_ThumbH0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.1, 'y': -1.0, 'z': -0.1}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.01}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.15, 'y': 0.1, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 5.9604645e-08, 'z': 4.7683716e-07}, 'end': {'x': 0.03, 'y': -0.2, 'z': -0.08}, 'radius': 0.3}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '5ac31423-a2c2-4532-8965-eaecf06931a2'}}",,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左前脚_ダメージアタリ,ArmL,左前脚,||||,13,,0,||||,L_ArmU0|L_ArmL0|L_Hand0|L_Hand0|L_Hand0,L_ArmU1|L_ArmL0|L_MiddleH2|L_RingH2|L_ThumbH0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.10000014, 'y': -0.99999976, 'z': -0.099999905}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': -0.05000019, 'z': -0.01000011}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.14999998, 'y': 0.099999905, 'z': 1.1920929e-07}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': -0.029999971, 'y': -0.20000029, 'z': -0.07999992}, 'radius': 0.3}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '42588355-fd96-4227-bc5e-abb9859fb63f'}}",,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,右後脚_ダメージアタリ,LegR,右後脚,|||||,14,,0,|||||,R_LegU0|R_LegL0|R_Foot0|R_Foot1_HJ_05|R_Foot2|R_Foot2,R_LegU1|R_LegL0|R_Foot1|R_Foot1|R_MiddleF1|R_ThumbF0,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 3.5762787e-07, 'y': 8.940697e-08, 'z': 9.536743e-07}, 'end': {'x': -0.05, 'y': -1.0000001, 'z': -0.08}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.04999999, 'y': 0.0, 'z': 0.2}, 'radius': 0.4}|{'start': {'x': -0.6, 'y': 0.2, 'z': 0.1}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.1}, 'radius': 0.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 0.2}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': 'b027afa8-6c7d-401c-830e-88728eb006a8'}}",,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左後脚_ダメージアタリ,LegL,左後脚,|||||,15,,0,|||||,L_LegU0|L_LegL0|L_Foot0|L_Foot1_HJ_05|L_Foot2|L_Foot2,L_LegU1|L_LegL0|L_Foot1|L_Foot1|L_MiddleF1|L_ThumbF0,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': -2.3841858e-07, 'y': 2.3841858e-07, 'z': 1.1920929e-06}, 'end': {'x': 0.05000019, 'y': -1.0000002, 'z': -0.079999685}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.049999952, 'y': -1.1920929e-07, 'z': 0.20000029}, 'radius': 0.4}|{'start': {'x': 0.5999999, 'y': 0.20000005, 'z': 0.099999905}, 'end': {'x': 0.0, 'y': -2.3841858e-07, 'z': 0.099999905}, 'radius': 0.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 1.1920929e-07, 'y': -0.10000014, 'z': 4.7683716e-07}, 'radius': 0.2}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': 'cd3d9496-daf8-444a-8ec1-2d7f7bffd3a5'}}",,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尻尾_ダメージアタリ,Tail,尻尾,||||||,16,,0,||||||,Tail1|Tail2|Tail3|Tail4|Tail5|Tail6|Tail7,Tail2|Tail3|Tail4|Tail5|Tail6|Tail7|Tail8,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 8.940697e-08, 'y': -4.7683716e-07, 'z': 0.25}, 'end': {'x': -1.7881393e-07, 'y': 1.1920929e-07, 'z': -1.5497208e-06}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 4.529953e-06, 'y': 1.66893e-06, 'z': 0.0}, 'end': {'x': 1.4305115e-06, 'y': 2.3841858e-07, 'z': -0.8000001}, 'radius': 0.6}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '00ef53ed-feb6-4f63-b45b-7fd61ec1f451'}}",,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,PRIO_8(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胴_ダメージアタリ,Body,胴,|||||,11,,0,|||||,Neck0|Chest|Spine4|Spine2|Spine1|Hip,Chest|Spine4|Spine3|Spine1|Hip|Tail0,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.35}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.4000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.4, 'z': 0.0}, 'radius': 0.90000004}|{'start': {'x': 0.0, 'y': 0.10000002, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}",False,False,"{'app.col_user_data.DamageParamEm.cParts': {'_Category': '[0]PARTS', '_PartsDataGuid': '3ecef3e6-767e-4583-a017-e3b2f6333ac7'}}",,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭_押しアタリ,Push_Head,BOSS_LL,||||,1,,0,||||,Head|Head|R_InnerJaw_00|L_InnerJaw_00|Neck6,Head|Head|R_Jaw_ReSu_off01|L_Jaw_ReSu_off01|Neck5,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.1, 'z': -0.3}, 'end': {'x': 0.0, 'y': -0.1, 'z': -0.1}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.5}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.30000022}, 'radius': 0.5}",,,,ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,首_押しアタリ,Push_Neck,BOSS_LL,|||,2,,0,|||,Neck5|Neck4|Neck3|Neck2,Neck4|Neck3|Neck2|Neck1,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.10000002, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.15, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}",,,,ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,胴_押しアタリ,Push_Body,BOSS_LL,|||||,3,,0,|||||,Neck0|Chest|Spine4|Spine2|Spine1|Hip,Chest|Spine4|Spine3|Spine1|Hip|Tail0,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.25}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.75}|{'start': {'x': 0.0, 'y': 0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.4, 'z': 0.0}, 'radius': 0.75}|{'start': {'x': 0.0, 'y': 0.10000002, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.05}",,,,ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,右前脚_押しアタリ,Push_ArmR,BOSS_LL,||||,4,,0,||||,R_ArmU0|R_ArmL0|R_Hand0|R_Hand0|R_Hand0,R_ArmU1|R_ArmL0|R_MiddleH2|R_RingH2|R_ThumbH0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.1, 'y': -1.0, 'z': -0.1}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.01}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.15, 'y': 0.1, 'z': 0.0}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 5.9604645e-08, 'z': 4.7683716e-07}, 'end': {'x': 0.03, 'y': -0.2, 'z': -0.08}, 'radius': 0.3}",,,,ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左前脚_押しアタリ,Push_ArmL,BOSS_LL,||||,5,,0,||||,L_ArmU0|L_ArmL0|L_Hand0|L_Hand0|L_Hand0,L_ArmU1|L_ArmL0|L_MiddleH2|L_RingH2|L_ThumbH0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.10000014, 'y': -0.99999976, 'z': -0.099999905}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': 0.0, 'y': -0.05000019, 'z': -0.01000011}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.14999998, 'y': 0.099999905, 'z': 1.1920929e-07}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': -2.3841858e-07, 'z': 3.5762787e-07}, 'end': {'x': -0.029999971, 'y': -0.20000029, 'z': -0.07999992}, 'radius': 0.3}",,,,ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,右後脚_押しアタリ,Push_LegR,BOSS_LL,||||,6,,0,||||,R_LegU0|R_LegL0|R_Foot0|R_Foot2|R_Foot2,R_LegU1|R_LegL0|R_Foot1|R_MiddleF1|R_ThumbF0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': 3.5762787e-07, 'y': 8.940697e-08, 'z': 9.536743e-07}, 'end': {'x': -0.05, 'y': -1.0000001, 'z': -0.08}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.04999999, 'y': 0.0, 'z': 0.2}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 0.2}",,,,ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,左後脚_押しアタリ,Push_LegL,BOSS_LL,||||,7,,0,||||,L_LegU0|L_LegL0|L_Foot0|L_Foot2|L_Foot2,L_LegU1|L_LegL0|L_Foot1|L_MiddleF1|L_ThumbF0,Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.6}|{'start': {'x': -2.3841858e-07, 'y': 2.3841858e-07, 'z': 1.1920929e-06}, 'end': {'x': 0.05000019, 'y': -1.0000002, 'z': -0.079999685}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.049999952, 'y': -1.1920929e-07, 'z': 0.20000029}, 'radius': 0.4}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 1.1920929e-07, 'y': -0.10000014, 'z': 4.7683716e-07}, 'radius': 0.2}",,,,ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尻尾_押しアタリ,Push_Tail,BOSS_LL,||||||,8,,0,||||||,Tail1|Tail2|Tail3|Tail4|Tail5|Tail6|Tail7,Tail2|Tail3|Tail4|Tail5|Tail6|Tail7|Tail8,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 8.940697e-08, 'y': -4.7683716e-07, 'z': 0.25}, 'end': {'x': -1.7881393e-07, 'y': 1.1920929e-07, 'z': -1.5497208e-06}, 'radius': 0.7}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.65}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.55}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.5}|{'start': {'x': 4.529953e-06, 'y': 1.66893e-06, 'z': 0.0}, 'end': {'x': 1.4305115e-06, 'y': 2.3841858e-07, 'z': -0.4}, 'radius': 0.3}",,,,ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EM同士押しアタリ,Push_Boss,BOSS_LL,|||||||||||,27,,0,|||||||||||,Head|Neck5|Neck4|Neck3|Neck2|Neck0|Chest|Spine4|Spine2|Spine1|Hip|Tail1,Neck6|Neck4|Neck3|Neck2|Neck1|Chest|Spine4|Spine3|Spine1|Hip|Tail0|Tail2,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': -0.5}, 'end': {'x': 0.0, 'y': 0.0, 'z': -1.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.10000002, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.15, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.3, 'z': 0.0}, 'radius': 1.4}|{'start': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.35}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.1, 'z': 0.0}, 'radius': 1.4000001}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.4, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.3, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.2}|{'start': {'x': 8.940697e-08, 'y': -4.7683716e-07, 'z': 0.25}, 'end': {'x': -1.7881393e-07, 'y': 1.1920929e-07, 'z': -1.5497208e-06}, 'radius': 1.0}",,,,ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大技の壁押しアタリ,Push_SP_PL,BOSS_LL,,28,,0,,root,root,Capsule,"{'start': {'x': 0.0, 'y': 1.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 4.0, 'z': 0.0}, 'radius': 7.0}",,,,ENEMY_BOSS_LL(2),,,,,,,,,,,,,,,
