RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,DamageLevel,ExtraGuardDamageAngles,ToEmDamageRate,BadConditionPresetGuid,FrenzyOutbreakPoint,AttackFilterType,IsParryFix,IsParryStockOnly,IsParryBreak,IsTechGuardBreak,IsBlockEnable,IsNoWakeUpPl,IsDropDamage,IsAffectScarVital,IsTearScarForce,IsCoercionEnemyDamage,IsKillable,IsUseCondValueEm,CondValueEm,IsForceCondEm,IsUseStunDamageEm,StunDamageEm,IsForceStunEm,EmRateAttack,LaserContinueDamageRate,FriendHitType,EnemyDamageType,IsEnergyAttack,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,IsSensorCollision,IsArrowFlipCollision,Parts,PressLevel,Type,DamageValue,DamageInterval,ElementDamageValue,ConditionValue,DamageExRate,ElementDamageExRate,HitType,OwnRangeDegree,OwnRangeDegreeRiding,TargetRangeDegree,UniqueIndex,FreeInt,FreeFloat
32,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),70.0,L(1343184512),NONE(-94023312),FIRE(1),0,53.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],4.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,前方のしかかり_左横(炎纏い),L_Side_BodyPress_Fire,前方のしかかり(炎纏い),||,17,,0,||,L_Multi1_Leg8|L_Multi1_Leg11|L_Multi1_Leg13,L_Multi1_Leg10|L_Multi1_Leg12|L_Multi1_Leg16,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.3, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
33,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,75.0,0.0,NORMAL(0),70.0,L(1343184512),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],4.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,前方のしかかり_右横,R_Side_BodyPress,前方のしかかり,||,18,,0,||,R_Multi1_Leg8|R_Multi1_Leg11|R_Multi1_Leg13,R_Multi1_Leg10|R_Multi1_Leg12|R_Multi1_Leg16,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
34,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),70.0,L(1343184512),NONE(-94023312),FIRE(1),0,53.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],4.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,前方のしかかり_右横(炎纏い),R_Side_BodyPress_Fire,前方のしかかり(炎纏い),||,18,,0,||,R_Multi1_Leg8|R_Multi1_Leg11|R_Multi1_Leg13,R_Multi1_Leg10|R_Multi1_Leg12|R_Multi1_Leg16,Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
15,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,75.0,0.0,NORMAL(0),70.0,L(1343184512),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],4.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,前方のしかかり_胴,Body_BodyPress,前方のしかかり,|||||||||||||||,19,,0,|||||||||||||||,L_Multi0_Leg1|L_Multi0_Leg5|R_Multi0_Leg1|R_Multi0_Leg5|L_Multi1_Leg2|L_Multi1_Leg6|R_Multi1_Leg2|R_Multi1_Leg6|L_Multi2_Leg5|R_Multi2_Leg5|L_Multi0_Leg5|L_Multi1_Leg5|R_Multi0_Leg5|R_Multi1_Leg5|L_Multi2_Leg5|L_Multi1_Leg4,L_Multi0_Leg4|L_Multi0_Leg6|R_Multi0_Leg4|R_Multi0_Leg6|L_Multi1_Leg5|L_Multi1_Leg8|R_Multi1_Leg5|R_Multi1_Leg8|L_Multi2_Leg7|R_Multi2_Leg7|L_Multi1_Leg5|L_Multi2_Leg5|R_Multi1_Leg5|R_Multi2_Leg5|R_Multi2_Leg5|R_Multi1_Leg4,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}",,,,,,,,,,,,,,,,,,
28,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,22.0,0.0,NORMAL(0),70.0,L(1343184512),NONE(-94023312),FIRE(1),0,53.0,NONE(1220034176),False,0.0,True,0.0,35.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,['CENTER(6)'],4.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,True,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,前方のしかかり_胴(炎纏い),Body_BodyPress_Fire,前方のしかかり(炎纏い),|||||||||||||||,19,,0,|||||||||||||||,L_Multi0_Leg1|L_Multi0_Leg5|R_Multi0_Leg1|R_Multi0_Leg5|L_Multi1_Leg2|L_Multi1_Leg6|R_Multi1_Leg2|R_Multi1_Leg6|L_Multi2_Leg5|R_Multi2_Leg5|L_Multi0_Leg5|L_Multi1_Leg5|R_Multi0_Leg5|R_Multi1_Leg5|L_Multi2_Leg5|L_Multi1_Leg4,L_Multi0_Leg4|L_Multi0_Leg6|R_Multi0_Leg4|R_Multi0_Leg6|L_Multi1_Leg5|L_Multi1_Leg8|R_Multi1_Leg5|R_Multi1_Leg8|L_Multi2_Leg7|R_Multi2_Leg7|L_Multi1_Leg5|L_Multi2_Leg5|R_Multi1_Leg5|R_Multi2_Leg5|R_Multi2_Leg5|R_Multi1_Leg4,Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 1.3}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.2, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}|{'start': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'end': {'x': 0.0, 'y': -0.5, 'z': 0.0}, 'radius': 1.5}",,,,,,,,,,,,,,,,,,
40,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,ALL_RANGE(1),30.0,M(-1996372096),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,位置取り裏拳_左,L_BackFist,位置取り裏拳,|||||,20,,0,|||||,L_Multi0_Leg5|L_Multi0_Leg6|L_Multi0_Leg8|L_Multi0_Leg11|L_Multi0_Leg13|L_Multi0_Leg16,L_Multi0_Leg4|L_Multi0_Leg7|L_Multi0_Leg10|L_Multi0_Leg12|L_Multi0_Leg15|L_Multi0_Leg17,Capsule|Capsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.2, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.25, 'y': -0.3, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.2, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.25, 'y': -0.3, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.3, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.1, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
42,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,ALL_RANGE(1),30.0,M(-1996372096),NONE(-94023312),FIRE(1),0,35.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,位置取り裏拳_左(炎纏い),L_BackFist_Fire,位置取り裏拳(炎纏い),|||||,20,,0,|||||,L_Multi0_Leg5|L_Multi0_Leg6|L_Multi0_Leg8|L_Multi0_Leg11|L_Multi0_Leg13|L_Multi0_Leg16,L_Multi0_Leg4|L_Multi0_Leg7|L_Multi0_Leg10|L_Multi0_Leg12|L_Multi0_Leg15|L_Multi0_Leg17,Capsule|Capsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.2, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.25, 'y': -0.3, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.2, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.25, 'y': -0.3, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.3, 'y': -0.2, 'z': 0.0}, 'end': {'x': 0.1, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
41,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,50.0,0.0,ALL_RANGE(1),30.0,M(-1996372096),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,位置取り裏拳_右,R_BackFist,位置取り裏拳,|||||,21,,0,|||||,R_Multi0_Leg5|R_Multi0_Leg6|R_Multi0_Leg8|R_Multi0_Leg11|R_Multi0_Leg13|R_Multi0_Leg16,R_Multi0_Leg4|R_Multi0_Leg7|R_Multi0_Leg10|R_Multi0_Leg12|R_Multi0_Leg15|R_Multi0_Leg17,Capsule|Capsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': -0.2, 'y': -0.2, 'z': 0.0}, 'end': {'x': -0.25, 'y': -0.3, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -0.2, 'y': -0.3, 'z': 0.0}, 'end': {'x': -0.25, 'y': -0.3, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -0.3, 'y': -0.2, 'z': 0.0}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
43,SMASH_MIDDLE(20),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,ALL_RANGE(1),30.0,M(-1996372096),NONE(-94023312),FIRE(1),0,35.0,NONE(1220034176),False,0.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,位置取り裏拳_右(炎纏い),R_BackFist_Fire,位置取り裏拳(炎纏い),|||||,21,,0,|||||,R_Multi0_Leg5|R_Multi0_Leg6|R_Multi0_Leg8|R_Multi0_Leg11|R_Multi0_Leg13|R_Multi0_Leg16,R_Multi0_Leg4|R_Multi0_Leg7|R_Multi0_Leg10|R_Multi0_Leg12|R_Multi0_Leg15|R_Multi0_Leg17,Capsule|Capsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': -0.2, 'y': -0.2, 'z': 0.0}, 'end': {'x': -0.25, 'y': -0.3, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -0.2, 'y': -0.3, 'z': 0.0}, 'end': {'x': -0.25, 'y': -0.3, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': -0.3, 'y': -0.2, 'z': 0.0}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.0}, 'radius': 1.0}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': -0.3}, 'radius': 0.9}",,,,,,,,,,,,,,,,,,
44,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,40.0,0.0,NORMAL(0),40.0,M(-1996372096),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,回り込みワンツー(1発目)_左開始,L_One-two_1st,回り込みワンツー(1発目),|||,22,,0,|||,R_Multi0_Leg6|R_Multi0_Leg8|R_Multi0_Leg11|R_Multi0_Leg13,R_Multi0_Leg7|R_Multi0_Leg10|R_Multi0_Leg12|R_Multi0_Leg15,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -0.5, 'y': -0.3, 'z': 0.0}, 'end': {'x': -0.3, 'y': -0.3, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': -0.3, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.4}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
45,SMASH_SMALL(-1838723072),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),40.0,M(-1996372096),NONE(-94023312),FIRE(1),0,28.0,NONE(1220034176),False,0.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,回り込みワンツー(1発目)_左開始(炎纏い),L_One-two_1st_Fire,回り込みワンツー(1発目)(炎纏い),|||,22,,0,|||,R_Multi0_Leg6|R_Multi0_Leg8|R_Multi0_Leg11|R_Multi0_Leg13,R_Multi0_Leg7|R_Multi0_Leg10|R_Multi0_Leg12|R_Multi0_Leg15,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': -0.5, 'y': -0.3, 'z': 0.0}, 'end': {'x': -0.3, 'y': -0.3, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': -0.3, 'y': 0.0, 'z': 0.0}, 'end': {'x': -0.1, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.4}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
46,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,60.0,0.0,NORMAL(0),60.0,L(1343184512),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,回り込みワンツー(2発目)_左開始,L_One-two_2nd,回り込みワンツー(2発目),|||,23,,0,|||,L_Multi0_Leg6|L_Multi0_Leg8|L_Multi0_Leg11|L_Multi0_Leg13,L_Multi0_Leg7|L_Multi0_Leg10|L_Multi0_Leg12|L_Multi0_Leg15,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.5, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.3, 'y': -0.3, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.1, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.4}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
47,SMASH(21),CAPTURE_NET(-956543104),FRONT(0),0.0,18.0,0.0,NORMAL(0),60.0,L(1343184512),NONE(-94023312),FIRE(1),0,42.0,NONE(1220034176),False,0.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),0,[],1.0,00000000-0000-0000-0000-000000000000,0.0,DEFAULT(0),False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,0.0,False,0.0,1.0,NONE(0),AUTO(1006222464),False,NONE(3),,0.0,0.0,回り込みワンツー(2発目)_左開始(炎纏い),L_One-two_2nd_Fire,回り込みワンツー(2発目)(炎纏い),|||,23,,0,|||,L_Multi0_Leg6|L_Multi0_Leg8|L_Multi0_Leg11|L_Multi0_Leg13,L_Multi0_Leg7|L_Multi0_Leg10|L_Multi0_Leg12|L_Multi0_Leg15,Capsule|Capsule|Capsule|Capsule,"{'start': {'x': 0.5, 'y': -0.3, 'z': 0.0}, 'end': {'x': 0.3, 'y': -0.3, 'z': 0.0}, 'radius': 1.1}|{'start': {'x': 0.3, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.1, 'y': 0.0, 'z': 0.0}, 'radius': 0.9}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'radius': 0.8}|{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.4}, 'radius': 0.8}",,,,,,,,,,,,,,,,,,
