RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,IsDisableAnimalAttack,IsExFieldWpAttackFinal,ExEmote03AttackType,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,CollabDamageUIType,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams,CaptureDamage,ShellReflectionFlag,SlingerCatchDamageType,SpecialType,Type
2003,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,35.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,22.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),False,b1f165a8-18ec-4e15-b2e6-0c632b1ff4f9,False,NONE(7350),False,STOMP_01(542678976),False,【未使用】重ね掛け演奏(ニュートラル・横),,【未使用】重ね掛け演奏(ニュートラル・横),,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.05, 'y': 0.0, 'z': 0.05}, 'end': {'x': 0.050000202, 'y': 0.0, 'z': 2.3}, 'radius': 0.75}",,,,,
700,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,8.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),False,e41f1952-fa8c-43ad-8971-f503a3708832,False,NONE(7350),False,STOMP_02(-1421223296),False,狂化多段_左ぶん回し,,狂化多段_左ぶん回し,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.05, 'y': 0.0, 'z': 0.05}, 'end': {'x': 0.050000202, 'y': 0.0, 'z': 2.3}, 'radius': 0.75}",,,,,
701,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,9.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),False,e41f1952-fa8c-43ad-8971-f503a3708832,False,NONE(7350),False,STOMP_02(-1421223296),False,狂化多段_右ぶん回し,,狂化多段_右ぶん回し,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.05, 'y': 0.0, 'z': 0.05}, 'end': {'x': 0.050000202, 'y': 0.0, 'z': 2.3}, 'radius': 0.75}",,,,,
702,NORMAL(0),CAPTURE_NET(-956543104),BACK(1),0.0,10.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),False,e41f1952-fa8c-43ad-8971-f503a3708832,True,NONE(7350),False,STOMP_02(-1421223296),False,狂化多段_後方攻撃,,狂化多段_後方攻撃,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.05, 'y': 0.0, 'z': 0.05}, 'end': {'x': 0.050000202, 'y': 0.0, 'z': 2.3}, 'radius': 0.75}",,,,,
703,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,9.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),False,e41f1952-fa8c-43ad-8971-f503a3708832,True,NONE(7350),False,TAIKEN_01(20862),False,狂化多段_前方攻撃,,狂化多段_前方攻撃,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.05, 'y': 0.0, 'z': 0.05}, 'end': {'x': 0.050000202, 'y': 0.0, 'z': 2.3}, 'radius': 0.75}",,,,,
704,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,11.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),False,4faf23d3-7f22-42ed-8b07-6ef7cfc74e43,True,NONE(7350),True,STOMP_02(-1421223296),False,狂化多段_叩きつけ・2発目,,狂化多段_叩きつけ・2発目,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.05, 'y': 0.0, 'z': 0.05}, 'end': {'x': 0.050000202, 'y': 0.0, 'z': 2.3}, 'radius': 0.75}",,,,,
705,NONE(55),NONE(1996289920),FRONT(0),0.0,8.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),False,4faf23d3-7f22-42ed-8b07-6ef7cfc74e43,True,NONE(7350),False,TAIKEN_04(24822),False,狂化多段_コンボ叩きつけ,,狂化多段_コンボ叩きつけ,,7,,0,,,,ContinuousCapsule,"{'start': {'x': 0.05, 'y': 0.0, 'z': 0.05}, 'end': {'x': 0.05000029, 'y': 0.0, 'z': 2.5}, 'radius': 0.8}",,,,,
706,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,7.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,3.0,True,0.0,3.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),False,e41f1952-fa8c-43ad-8971-f503a3708832,False,NONE(7350),False,TAIKEN_03(4721),False,狂化多段_連音攻撃・2発目,,狂化多段_連音攻撃・2発目,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.05, 'y': 0.0, 'z': 0.05}, 'end': {'x': 0.050000202, 'y': 0.0, 'z': 2.3}, 'radius': 0.75}",,,,,
800,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,72.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,10.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,True,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,False,,False,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,b1f165a8-18ec-4e15-b2e6-0c632b1ff4f9,True,NONE(7350),True,INVALID(-361180672),False,,,,,11,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0500003, 'y': 0.0, 'z': 0.88009137}, 'end': {'x': 0.050000202, 'y': 0.0, 'z': 2.5}, 'radius': 2.0}",,,,,
801,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,70.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,10.0,True,0.0,10.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,False,,False,False,1.0,False,False,True,NONE(0),BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,b1f165a8-18ec-4e15-b2e6-0c632b1ff4f9,True,NONE(7350),True,INVALID(-361180672),False,,,,,11,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0500003, 'y': 0.0, 'z': 0.88009137}, 'end': {'x': 0.050000202, 'y': 0.0, 'z': 2.5}, 'radius': 2.0}",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wp05_PhysicalAttack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,NONE(0),NONE(10),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),True,00000000-0000-0000-0000-000000000000,False,NONE(7350),False,INVALID(-361180672),False,エイム攻撃範囲センサー,,エイム攻撃範囲検知用,,0,,0,,root,,Box,"{'Coord': {'m00': 1.0, 'm01': 0.0, 'm02': -0.0, 'm03': 0.0, 'm10': -0.0, 'm11': 1.0, 'm12': 0.0, 'm13': 0.0, 'm20': 0.0, 'm21': 0.0, 'm22': 1.0, 'm23': 0.0, 'm30': 0.0, 'm31': 2.0, 'm32': 0.0, 'm33': 1.0}, 'Extent': {'x': 2.3, 'y': 2.0, 'z': 2.3}}",,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wp05_Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,50.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,STAMINA(-392388800),False,25.0,True,0.0,30.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【打】Lv1,,響周波【打】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
101,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,70.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,STAMINA(-392388800),False,40.0,True,0.0,60.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【打】Lv2,,響周波【打】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
102,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,100.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,STAMINA(-392388800),False,60.0,True,0.0,90.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【打】Lv3,,響周波【打】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,響音,,響音,,6,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 6.0}",,,,,WP05_FLOAT_SHELL(5)
4,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,27.0,0.0,NORMAL(0),0.0,SS(-665808704),NONE(-94023312),NONE(0),0.0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,True,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,e263291a-5f6b-48cd-8d37-487ae13d02a8,False,NONE(7350),,,,演奏衝撃波,,演奏衝撃波,,1,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}",0.0,,INVALID(-1),NORMAL(18341792),
5,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,False,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),NONE(10),,0.0,0.0,-1.0,0.0,0.0,0.0,NONE(55),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響玉,,ヒット検知用,,5,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.1}",0.0,,INVALID(-1),NORMAL(18341792),
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,響玉：演奏効果,,響玉：演奏効果,,6,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 6.0}",,,,,WP05_FLOAT_SHELL(5)
7,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,12.0,0.0,NORMAL(0),0.0,NONE(1444776192),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,True,0.3,0.3,False,True,,True,False,1.0,False,False,False,NONE(0),NONE(10),,0.0,0.0,-1.0,0.0,0.0,0.0,NONE(55),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響玉：ダメージ,,響玉：ダメージ,,7,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 5.0}",0.0,,INVALID(-1),NORMAL(18341792),
8,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,STAMINA(-392388800),False,3.0,True,0.0,3.0,USE_MULIT_HIT(1),8.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,"{'Wp05SpPenetrate_MultiHitCurve.user.3': [1.0, 1.0, 0.925, 0.85, 0.65, 0.5875, 0.525, 0.4625, 0.4, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]}",False,False,True,False,False,10.0,True,True,0.5,0.5,False,True,,True,False,1.0,False,False,False,NONE(0),NONE(10),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,8a54ae37-9ee6-4ae3-8e2e-46834a5d12f1,False,NONE(7350),,,,貫通音波演奏,,貫通音波演奏,,9,,0,,,,ContinuousSphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}",0.0,,INVALID(-1),NORMAL(18341792),
9,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),0.0,SS(-665808704),NONE(-94023312),NONE(0),0.0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,True,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),BLOW(8),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,演奏効果発動時衝撃波,,演奏効果発動時衝撃波,,1,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 1.5}",0.0,,INVALID(-1),NORMAL(18341792),
10,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,25.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,STAMINA(-392388800),False,5.0,True,0.0,5.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,True,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),NONE(10),,0.0,0.0,-1.0,0.0,0.0,0.0,NONE(55),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,音ゲージャスト時ダメージ,,音ゲージャスト時ダメージ,,10,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
103,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,50.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,False,False,1.0,False,False,False,NONE(0),SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【斬】Lv1,,響周波【斬】Lv1,,2,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 2.0}",0.0,,INVALID(-1),NORMAL(18341792),
104,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,70.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,False,False,1.0,False,False,False,NONE(0),SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【斬】Lv2,,響周波【斬】Lv2,,3,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 3.0}",0.0,,INVALID(-1),NORMAL(18341792),
105,NONE(55),CAPTURE_NET(-956543104),CENTER(6),0.0,100.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.1,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,True,False,1.0,1.0,False,True,,False,False,1.0,False,False,False,NONE(0),SLASH(9),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,響周波【斬】Lv3,,響周波【斬】Lv3,,4,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 4.5}",0.0,,INVALID(-1),NORMAL(18341792),
20,EAR(5),NONE(1996289920),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,NONE(1444776192),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,False,False,10.0,False,False,1.0,1.0,False,True,,True,False,1.0,False,False,False,NONE(0),NONE(10),,0.0,0.0,-1.0,0.0,0.0,0.0,NONE(55),False,00000000-0000-0000-0000-000000000000,False,NONE(7350),,,,高周波,,高周波,,12,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 10.0}",0.0,,INVALID(-1),NORMAL(18341792),
