RSID,DamageTypeFixed,DamageTypeCustom,DamageAngleFixed,DamageAngleOffsetDeg,Attack,FixAttack,GuardType,VersusGuardPower,StageDamageTypeFixed,StageDamageExIDFixed,AttackAttrFixed,AttrLevel,AttrValue,AttackCond,IsForceCond,CondValue,IsUseCondDefaultSec,CondCustomSec,StunDamage,FlagBit,MultiHitTimer,HealValue,PriorityFixed,PriorityTypeFixed,DisableContactPointAdjust,IsContactPointAdjustIgnoreDamageAngle,PorterDodgeFixed,ActionTypeFixed,PartsBreakRate,ParryDamage,RideDamage,BattleRidingAttackType,RidingScarDamage,RidingSuccessDamage,RidingSuccessDamageRawScar,IsSkillHien,IsPointAttack,IsPrePointHitReaction,TearScarCreateRate,TearScarDamageRate,RawScarDamageRate,OldScarDamageRate,IsScarForceChange,IsRawScarForce,IsRawScarLimit,IsWeakPointLimit,NoDamageReaction,IsMultiHitEmParts,MultiHitEmPartsMaxNum,IsMultiHitEmWeak,MultiHitEmWeakMaxNum,MultiHitRateCurve,IsLaserGuardCounter,IsWpPhysicalAttack,IsNoUseKireaji,IsForceUseKireajiAttackRate,IsCustomKireajiReduce,CustomKireajiReduce,UseStatusAttackPower,UseStatusAttrPower,StatusAttrRate,StatusConditionRate,UseSkillAdditionalDamage,UseSkillContinuousAttack,MultiHitStatusRateCurve,IsNoCritical,IsCustomShockAbsorberRate,CustomShockAbsorberRate,IsGestureAttack,IsDisableAnimalAttack,IsExFieldWpAttackFinal,HitEffectTypeFixed,DisableHitEffect,HitEffectAngleZ,HitEffectAngleX,HitEffectOverwriteConnectID,GeneralValue1,GeneralValue2,GeneralValue3,FriendDamageTypeFixed,IsSensor,CameraShakeGuid,IsEnableMotSeqCameraShake,IgnoreRecoil,HitStopType,HitStopIgnoreResponse,RSName,RSKName,colName,colShapeName,GroupIndex,GName,GLayerIndex,GShapeNames,GJointNames1,GJointNames2,GShapeTypes,GShapeParams
701,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,6.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,THRUST_02(17089),False,【狂化多段】中段突き3段目,,【狂化多段】中段突き3段目,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
702,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,10.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,True,False,4.0,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,1.0,0.0,0.0,NORMAL(0),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_02(17089),False,【狂化多段】フィニッシュ突きエンド,,【狂化多段】フィニッシュ突きエンド,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
703,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,4.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,True,True,False,10.0,True,True,0.3,0.3,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,THRUST_01(26142),False,【狂化多段】弱反撃攻撃,,【狂化多段】弱反撃攻撃,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
48,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,31.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,False,THRUST_01(26142),False,弱反撃攻撃_ジャスト,,弱反撃攻撃_ジャスト,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
49,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,32.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,SLASH_10(1861),False,強反撃攻撃1発目_ジャスト,,強反撃攻撃(1発目)_ジャスト,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
50,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,30.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,4.0,True,True,1.2,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,S_SLASH_00(10757),False,渾身返し突き1発目,,渾身返し突き(1発目),,1,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.9}, 'radius': 0.65}"
51,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,55.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,4.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,UnknEnumVal(21950),False,渾身返し突き1発目_ジャスト,,渾身返し突き(1発目)_ジャスト,,1,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.9}, 'radius': 0.65}"
52,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,18.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,True,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,5.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_02(17089),False,強反撃攻撃2発目,,強反撃攻撃(2発目),,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.773182}, 'radius': 0.5}"
53,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,3.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,W_SLASH_00(16322),False,渾身返し突き2発目,,渾身返し突き(2発目),,1,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.9}, 'radius': 0.65}"
54,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,12.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,3.0,True,True,1.0,1.0,True,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_00(32626),False,渾身返し突き3発目,,渾身返し突き(3発目),,1,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.9}, 'radius': 0.65}"
705,NORMAL(0),CAPTURE_NET(-956543104),UP(2),0.0,45.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,4.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,UnknEnumVal(19836),False,渾身返し突き1発目_パワガ成功,,渾身返し突き(1発目)_パワガ成功,,1,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.0, 'z': 0.0}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.9}, 'radius': 0.65}"
800,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,77.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,True,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,False,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,d1b39c48-5bef-488c-b8a2-2a3493de32a8,True,True,INVALID(-361180672),False,,,,,5,,0,,,,ContinuousCapsule,"{'start': {'x': 4.7804093e-07, 'y': 0.0, 'z': 1.3366992}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.8}, 'radius': 2.0}"
801,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,73.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1.0,False,1.0,,False,False,False,False,False,10.0,True,True,1.0,1.0,False,False,,False,False,1.0,False,False,True,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,NORMAL(0),False,d1b39c48-5bef-488c-b8a2-2a3493de32a8,True,True,INVALID(-361180672),False,,,,,5,,0,,,,ContinuousCapsule,"{'start': {'x': 4.7804093e-07, 'y': 0.0, 'z': 1.3366992}, 'end': {'x': 2.068615e-07, 'y': 0.0, 'z': 2.8}, 'radius': 2.0}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wp06_PhysicalAttack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,0.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,False,False,False,10,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,NONE(10),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),True,00000000-0000-0000-0000-000000000000,False,False,INVALID(-361180672),False,エイム攻撃範囲センサー,,エイム攻撃範囲検知用,,0,,0,,root,,Box,"{'Coord': {'m00': 1.0, 'm01': 0.0, 'm02': -0.0, 'm03': 0.0, 'm10': -0.0, 'm11': 1.0, 'm12': 0.0, 'm13': 0.0, 'm20': 0.0, 'm21': 0.0, 'm22': 1.0, 'm23': 0.0, 'm30': 0.0, 'm31': 2.0, 'm32': 0.0, 'm33': 1.0}, 'Extent': {'x': 2.8, 'y': 2.0, 'z': 2.8}}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wp06_Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,PRIO_15(0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,フィニッシュカウンター,,フィニッシュカウンター,,0,,0,,,,Capsule,"{'start': {'x': 0.0, 'y': 1.0, 'z': 0.0}, 'end': {'x': -4.3062677e-08, 'y': 0.7224718, 'z': 0.0}, 'radius': 1.5}"
1,NORMAL(0),CAPTURE_NET(-956543104),DOWN(3),0.0,180.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0.0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),SLASH(1),1.0,0.0,0.0,FINISH(3),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1.0,False,1.0,,False,False,False,False,True,1.0,True,True,1.0,1.0,False,True,,False,False,1.0,False,False,False,STAB(7),,0.0,0.0,-1.0,0.0,0.0,0.0,GESTURE(7),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,THRUST_03(15061),False,ライドフィニッシュ,,EM乗りフィニッシュ攻撃,,1,,0,,,,Sphere,"{'x': 0.0, 'y': 0.0, 'z': 0.0, 'radius': 0.5}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wp06_SubAttack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,NONE(55),CAPTURE_NET(-956543104),FRONT(0),0.0,15.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,20.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,False,0.0,0.0,False,True,,False,False,1.0,False,False,False,BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,e41e22ba-912d-4b2b-a438-40320c592a63,False,True,THRUST_02(17089),False,盾攻撃,,盾攻撃,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.5, 'z': -0.7}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.7}, 'radius': 0.8}"
101,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,15.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,False,0.0,0.0,False,True,,False,False,1.0,False,False,False,BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,d1b39c48-5bef-488c-b8a2-2a3493de32a8,False,True,STOMP_01(542678976),False,自動反撃,,自動反撃,,1,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.5, 'z': -0.7}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.7}, 'radius': 0.8}"
102,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,25.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,20.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,False,0.0,0.0,False,True,,False,False,1.0,False,False,False,BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,d1b39c48-5bef-488c-b8a2-2a3493de32a8,False,True,STOMP_02(-1421223296),False,ジャスト自動反撃,,ジャスト自動反撃,,1,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.5, 'z': -0.7}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.7}, 'radius': 0.8}"
103,NORMAL(0),CAPTURE_NET(-956543104),FRONT(0),0.0,60.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,20.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,True,False,True,False,1,False,1,,False,False,True,True,False,10,True,False,0.0,0.0,False,True,,False,False,1.0,False,False,False,BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),False,cd02ce4b-f5b1-418e-a399-383b67e321e7,False,True,STOMP_01(542678976),False,鍔迫り合いバッシュ,,鍔迫り合いバッシュ,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.5, 'z': -0.7}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.7}, 'radius': 0.8}"
104,NORMAL(0),NONE(1996289920),FRONT(0),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,15.0,True,0.0,15.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,True,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1,False,1,,False,False,True,True,False,10,True,False,0.0,0.0,False,True,,False,False,1.0,False,False,False,BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,d1b39c48-5bef-488c-b8a2-2a3493de32a8,False,True,STOMP_02(-1421223296),False,エイム攻撃,,エイム攻撃,||,2,,0,||,||,||,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.75, 'z': -0.7}, 'end': {'x': 0.0, 'y': 0.75, 'z': 0.7}, 'radius': 1.2}|{'start': {'x': 1.7, 'y': 0.0, 'z': -0.7}, 'end': {'x': 1.7, 'y': 0.0, 'z': 0.7}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.7}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.7}, 'radius': 1.0}"
105,NONE(55),NONE(1996289920),FRONT(0),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,NONE(1220034176),False,0.0,True,0.0,0.0,NONE(0),0.0,0.0,PRIO_9(6),ATTACK_FIRST(0),False,False,AUTO(-1072110528),NONE(0),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,True,1.0,1.0,1.0,1.0,False,False,True,True,False,False,1,False,1,,False,False,True,True,False,10,True,False,0.0,0.0,False,True,,False,False,1.0,False,False,False,NONE(10),,0.0,0.0,-1,0.0,0.0,0.0,NONE(55),False,00000000-0000-0000-0000-000000000000,False,False,INVALID(-361180672),False,エイム攻撃傷ヒット検知用(盾),,エイム攻撃_傷・弱点のみ,||,3,,0,||,||,||,ContinuousCapsule|ContinuousCapsule|ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.75, 'z': -0.7}, 'end': {'x': 0.0, 'y': 0.75, 'z': 0.7}, 'radius': 1.2}|{'start': {'x': 1.7, 'y': 0.0, 'z': -0.7}, 'end': {'x': 1.7, 'y': 0.0, 'z': 0.7}, 'radius': 1.2}|{'start': {'x': 0.0, 'y': 0.0, 'z': -0.7}, 'end': {'x': 0.0, 'y': 0.0, 'z': 0.7}, 'radius': 1.0}"
106,NORMAL(0),NONE(1996289920),FRONT(0),0.0,10.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,20.0,True,0.0,20.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,30.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,True,False,10,True,False,0.0,0.0,False,True,,False,False,1.0,False,False,False,BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,STOMP_01(542678976),False,近接降り攻撃(盾、空中),,近接降り攻撃(盾、空中),,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.5, 'z': -0.7}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.7}, 'radius': 0.8}"
107,NORMAL(0),NONE(1996289920),FRONT(0),0.0,20.0,0.0,NORMAL(0),0.0,S(165454032),NONE(-94023312),NONE(0),0,0.0,STAMINA(-392388800),False,25.0,True,0.0,25.0,NONE(0),0.0,0.0,PRIO_8(7),ATTACK_FIRST(0),False,False,AUTO(-1072110528),BLOW(2),1.0,0.0,0.0,NONE(0),NULL,0.0,0.0,False,False,False,1.0,1.0,1.0,1.0,False,False,False,False,False,False,1,False,1,,False,False,True,False,False,10,True,True,0.0,0.0,False,True,,False,False,1.0,False,False,False,BLOW(8),,0.0,0.0,-1,0.0,0.0,0.0,NORMAL(0),False,00000000-0000-0000-0000-000000000000,False,True,STOMP_01(542678976),False,近接降り攻撃(盾、空中、強),,近接降り攻撃(盾、空中、強)（未使用）,,0,,0,,,,ContinuousCapsule,"{'start': {'x': 0.0, 'y': 0.5, 'z': -0.7}, 'end': {'x': 0.0, 'y': 0.5, 'z': 0.7}, 'radius': 0.8}"
